City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
102,Belaya Gora,RU,68.5333,146.4167,40.53,68,40,9.84,scattered clouds
103,Mount Isa,AU,-20.7333,139.5,64.17,55,70,3.44,broken clouds
104,Mungaa,TZ,-4.9667,34.8833,64.83,56,80,9.78,broken clouds
105,Viedma,AR,-40.8135,-62.9967,50.34,47,7,7.72,clear sky
106,Carndonagh,IE,55.25,-7.2667,55.02,97,100,4.54,moderate rain
107,Chardara,KZ,41.2547,67.9692,82.9,25,53,9.66,broken clouds
108,Saint George,US,37.1041,-113.5841,80.44,17,0,1.99,clear sky
109,Purpe,RU,64.4803,76.6897,33.87,89,99,25.37,overcast clouds
110,Arman,RU,59.7,150.1667,39.02,93,100,1.7,overcast clouds
111,Kapaa,US,22.0752,-159.319,70.12,96,40,4.61,scattered clouds
112,Tselinnoye,RU,53.0833,85.6667,45.75,70,58,3.51,broken clouds
113,Olafsvik,IS,64.8945,-23.7142,47.01,77,100,17.76,overcast clouds
114,Dikson,RU,73.5069,80.5464,30.07,94,100,30.87,light snow
115,Nakusp,CA,50.2499,-117.8023,64.74,61,99,0.72,overcast clouds
116,Hilo,US,19.7297,-155.09,81.28,75,100,9.22,overcast clouds
117,Henties Bay,NA,-22.116,14.2845,67.87,42,1,8.19,clear sky
118,Bahia Honda,CU,22.9036,-83.1592,73.76,89,100,13.4,light rain
119,Saint-Joseph,RE,-21.3667,55.6167,71.98,75,11,3.56,few clouds
120,Gradsko,MK,41.5775,21.9428,79.47,47,9,0.18,clear sky
121,Saskylakh,RU,71.9167,114.0833,35.82,100,100,3.62,overcast clouds
122,Asau,RO,46.4333,26.4,83.32,84,77,3.74,broken clouds
123,Lar,IN,26.2039,83.9717,100.08,17,7,5.06,clear sky
124,Jumla,NP,29.2747,82.1838,59.52,52,80,4.23,broken clouds
125,Bengkulu,ID,-3.8004,102.2655,76.17,86,100,4.0,overcast clouds
126,Pervomayskoye,RU,43.919,46.7102,70.36,58,0,10.33,clear sky
127,Merauke,ID,-8.4667,140.3333,78.28,87,99,10.49,overcast clouds
128,Lorengau,PG,-2.0226,147.2712,81.84,73,46,8.52,scattered clouds
129,Sopur,IN,34.3,74.4667,64.26,45,49,3.2,scattered clouds
130,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.78,93,99,2.39,overcast clouds
131,East London,ZA,-33.0153,27.9116,62.02,54,100,1.7,overcast clouds
132,Ambulu,ID,-8.345,113.6058,75.61,88,42,2.13,scattered clouds
133,Piranshahr,IR,36.701,45.1413,70.66,30,0,4.9,clear sky
134,Tiksi,RU,71.6872,128.8694,31.21,96,99,7.14,overcast clouds
135,Kahului,US,20.8947,-156.47,75.85,72,20,10.0,few clouds
136,Vyartsilya,RU,62.1764,30.693,61.27,61,8,9.91,clear sky
137,Sitka,US,57.0531,-135.33,51.69,87,75,4.61,mist
138,Bulungu,CD,-4.55,18.6,80.51,63,82,5.35,broken clouds
139,Port Hardy,CA,50.6996,-127.4199,53.01,97,100,3.2,light rain
140,Mareeba,AU,-17.0,145.4333,63.45,93,67,2.66,broken clouds
141,Homer,US,59.6425,-151.5483,66.04,54,0,5.75,clear sky
142,Fortuna,US,40.5982,-124.1573,52.66,100,100,0.0,overcast clouds
143,Rocha,UY,-34.4833,-54.3333,51.31,65,78,9.98,broken clouds
144,Chokurdakh,RU,70.6333,147.9167,33.53,78,92,10.87,overcast clouds
145,Victoria,HK,22.2855,114.1577,84.38,81,93,11.01,overcast clouds
146,Pisco,PE,-13.7,-76.2167,64.45,82,20,9.22,mist
147,Khatanga,RU,71.9667,102.5,49.21,68,94,11.99,overcast clouds
148,Amapa,BR,1.0,-52.0,87.66,53,55,4.23,broken clouds
149,Kemijarvi,FI,66.7131,27.4306,60.76,49,100,14.81,overcast clouds
150,Chuy,UY,-33.6971,-53.4616,52.72,62,65,10.96,broken clouds
151,Opuwo,NA,-18.0607,13.84,72.09,22,15,16.04,few clouds
152,Antalaha,MG,-14.9003,50.2788,72.18,91,78,9.15,light rain
153,Palmer,US,42.1584,-72.3287,74.55,70,75,1.01,broken clouds
154,Sturgeon Falls,CA,46.3646,-79.9326,66.88,64,100,3.74,overcast clouds
155,Yellowknife,CA,62.456,-114.3525,49.51,46,75,11.81,broken clouds
156,Miri,MY,4.4148,114.0089,78.12,83,94,1.1,overcast clouds
157,Hithadhoo,MV,-0.6,73.0833,84.02,70,88,9.1,overcast clouds
158,Chengde,CN,40.9725,117.9361,65.64,39,50,2.28,scattered clouds
159,Shestakovo,RU,56.4915,103.96,48.22,96,19,4.79,few clouds
160,Uusikaupunki,FI,60.8004,21.4084,51.21,95,100,2.59,overcast clouds
161,Leshan,CN,29.5623,103.7639,73.78,78,79,2.3,broken clouds
162,Hongjiang,CN,27.11,109.9956,76.03,95,100,3.47,overcast clouds
163,Mnogovershinnyy,RU,53.9353,139.9242,41.72,90,100,3.47,overcast clouds
164,Tinguindin,MX,19.75,-102.4833,75.99,54,12,2.89,few clouds
165,Lasa,IT,46.6166,10.7002,71.37,76,72,0.81,broken clouds
166,Nuuk,GL,64.1835,-51.7216,47.01,49,20,9.22,few clouds
167,Ahipara,NZ,-35.1667,173.1667,59.54,80,34,16.62,scattered clouds
168,Tapioszolos,HU,47.3025,19.8513,82.83,47,31,1.01,scattered clouds
169,Leninsk-Kuznetskiy,RU,54.6567,86.1737,40.73,79,36,3.96,scattered clouds
170,Zaraza,VE,9.3503,-65.3245,99.05,32,58,2.35,broken clouds
171,Ngama,TD,11.7833,17.1667,105.12,8,17,5.57,few clouds
172,Pistsovo,RU,57.179,40.5298,74.5,82,81,3.6,broken clouds
173,Yagodnoye,RU,62.55,149.6667,51.33,77,88,3.98,overcast clouds
174,Emerald,AU,-23.5333,148.1667,55.35,72,1,6.44,clear sky
175,Payakumbuh,ID,-0.2202,100.6308,70.23,97,100,3.31,moderate rain
176,Botngard,NO,63.7653,9.8111,57.76,88,75,9.22,broken clouds
177,Hirara,JP,24.8,125.2833,80.89,85,79,9.6,light rain
178,Trelew,AR,-43.249,-65.3051,49.32,30,50,17.18,scattered clouds
179,Torbay,CA,47.6666,-52.7314,42.76,94,100,18.41,light intensity drizzle
180,Ilulissat,GL,69.2167,-51.1,33.66,61,11,3.29,few clouds
181,Bronnoysund,NO,65.4625,12.1997,66.2,48,0,11.5,clear sky
182,Thanh Hoa,VN,19.8,105.7667,82.38,83,100,3.87,moderate rain
183,Cherskiy,RU,68.75,161.3,36.99,82,48,10.49,scattered clouds
184,Tuktoyaktuk,CA,69.4541,-133.0374,33.8,93,100,14.97,mist
185,Hualmay,PE,-11.0964,-77.6139,67.08,71,86,7.58,overcast clouds
186,Tocache,PE,-8.1842,-76.5125,82.15,62,75,1.57,broken clouds
187,Kodino,RU,63.7198,39.6447,68.18,64,100,6.17,overcast clouds
188,Pryozerne,UA,45.2698,36.3303,75.92,63,84,11.18,broken clouds
189,Shingu,JP,33.7333,135.9833,63.72,92,7,5.39,clear sky
190,Hassleholm,SE,56.1591,13.7664,56.98,87,72,10.76,broken clouds
191,La Ronge,CA,55.1001,-105.2842,48.56,31,24,15.9,few clouds
192,Bansko,BG,41.8383,23.4885,71.19,60,90,2.62,overcast clouds
193,Dwarka,IN,22.2394,68.9678,81.99,83,14,17.38,few clouds
194,Kapuskasing,CA,49.4169,-82.4331,64.13,39,100,5.35,overcast clouds
195,Laguna,US,38.421,-121.4238,76.42,47,0,9.22,clear sky
196,Oktyabrskoye,RU,43.0645,44.7417,77.14,44,58,17.9,light rain
197,Tambo Grande,PE,-4.9269,-80.3447,79.0,46,76,3.98,broken clouds
198,Svarstad,NO,59.399,9.9698,62.2,41,99,3.2,light rain
199,May Pen,JM,17.9645,-77.2451,85.21,54,98,13.29,overcast clouds
200,Alofi,NU,-19.0595,-169.9187,78.15,78,25,23.53,light rain
201,Pangai,TO,-19.8,-174.35,78.96,78,7,13.2,clear sky
202,Roald,NO,62.5833,6.1333,57.16,93,75,6.91,broken clouds
203,Cidreira,BR,-30.1811,-50.2056,57.43,69,100,10.2,overcast clouds
204,Coos Bay,US,43.3665,-124.2179,55.38,97,0,5.75,clear sky
205,Naranjal,EC,-2.6667,-79.6167,81.23,70,85,3.06,overcast clouds
206,Huarmey,PE,-10.0681,-78.1522,68.34,71,50,9.37,scattered clouds
207,Hasaki,JP,35.7333,140.8333,64.29,85,4,13.42,clear sky
208,Souillac,MU,-20.5167,57.5167,73.78,83,75,5.75,light rain
209,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,84.42,70,35,4.85,scattered clouds
210,Matagami,CA,49.7502,-77.6328,57.94,69,100,5.44,overcast clouds
211,Qaanaaq,GL,77.484,-69.3632,29.62,80,99,10.98,overcast clouds
212,Bubaque,GW,11.2833,-15.8333,80.44,80,14,11.07,few clouds
213,Isangel,VU,-19.55,169.2667,76.44,87,83,10.47,broken clouds
214,Basco,PH,20.4487,121.9702,84.7,76,40,11.05,scattered clouds
215,Nikolskoye,RU,59.7035,30.7861,68.79,45,93,6.02,overcast clouds
216,Tall Kayf,TR,37.0833,41.0667,99.79,11,20,4.61,few clouds
217,Codrington,AU,-38.2667,141.9667,45.41,73,100,13.78,overcast clouds
218,Mawlaik,MM,23.6333,94.4167,77.67,91,100,0.25,overcast clouds
219,Launceston,AU,-41.45,147.1667,44.15,87,75,4.61,broken clouds
220,Georgetown,MY,5.4112,100.3354,84.13,79,20,0.0,moderate rain
221,Hamilton,US,39.1834,-84.5333,70.52,91,100,11.5,mist
222,Nhulunbuy,AU,-12.2333,136.7667,74.01,88,28,4.61,scattered clouds
223,Ketchikan,US,55.3422,-131.6461,57.94,80,100,2.98,overcast clouds
224,Paamiut,GL,61.994,-49.6678,37.27,73,2,6.42,clear sky
225,Nantucket,US,41.2835,-70.0995,66.34,94,100,11.5,overcast clouds
226,Port Lincoln,AU,-34.7333,135.8667,54.1,72,100,15.28,overcast clouds
227,Vao,NC,-22.6667,167.4833,72.25,65,22,10.67,few clouds
228,Conceicao Da Barra,BR,-18.5933,-39.7322,82.22,62,46,6.42,scattered clouds
229,Valleyview,CA,55.0667,-117.2859,58.75,56,1,4.38,clear sky
230,Abu Samrah,SY,35.3029,37.1841,89.76,32,75,22.35,broken clouds
231,Srandakan,ID,-7.9386,110.2506,77.43,86,42,1.34,scattered clouds
232,Wailuku,US,20.8911,-156.5047,74.97,80,20,10.0,few clouds
233,Dubbo,AU,-32.25,148.6167,41.13,100,40,4.61,scattered clouds
234,Redmond,US,47.674,-122.1215,66.74,85,97,1.01,overcast clouds
235,Olinda,BR,-8.0089,-34.8553,83.93,74,40,11.5,scattered clouds
236,Maragogi,BR,-9.0122,-35.2225,81.64,74,99,7.16,overcast clouds
237,Auki,SB,-8.7676,160.7034,77.07,89,12,3.67,few clouds
238,Coquimbo,CL,-29.9533,-71.3436,62.33,51,0,9.22,clear sky
239,Takoradi,GH,4.8845,-1.7554,83.12,74,43,10.63,scattered clouds
240,Bereda,ES,43.2686,-7.5406,59.95,95,88,2.44,overcast clouds
241,Bage,BR,-31.3314,-54.1069,53.38,54,0,11.5,clear sky
242,Manado,ID,1.487,124.8455,75.97,94,20,2.3,few clouds
243,Halle,DE,51.5,12.0,68.2,42,0,3.44,clear sky
244,Kavaratti,IN,10.5669,72.642,83.59,74,78,15.1,broken clouds
245,Darhan,MN,49.4867,105.9228,58.28,82,35,4.25,scattered clouds
246,Ust-Ilimsk,RU,58.0006,102.6619,48.83,95,28,6.69,scattered clouds
247,Kununurra,AU,-15.7667,128.7333,76.98,94,100,4.61,overcast clouds
248,Boyolangu,ID,-8.1181,111.8935,75.31,90,34,2.51,scattered clouds
249,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,74,77,6.15,broken clouds
250,Tezu,IN,27.9167,96.1667,74.62,97,32,3.4,scattered clouds
251,Cheyenne,US,41.14,-104.8203,62.78,45,0,8.05,clear sky
252,Graaff-Reinet,ZA,-32.2522,24.5308,57.49,24,0,1.57,clear sky
253,Itaueira,BR,-7.6033,-43.0256,93.51,34,45,7.43,scattered clouds
254,Namatanai,PG,-3.6667,152.4333,78.33,80,78,4.05,broken clouds
255,Ishigaki,JP,24.3448,124.1572,81.88,87,100,12.57,overcast clouds
256,Svetlyy,RU,54.675,20.1347,60.85,67,49,7.76,scattered clouds
257,Praia Da Vitoria,PT,38.7333,-27.0667,65.75,91,87,2.33,overcast clouds
258,Sao Borja,BR,-28.6606,-56.0044,54.86,56,44,14.41,scattered clouds
259,Lakes Entrance,AU,-37.8811,147.981,43.16,82,100,5.01,overcast clouds
260,Norman Wells,CA,65.282,-126.8329,65.75,38,86,2.01,overcast clouds
261,Sao Raimundo Nonato,BR,-9.0153,-42.6994,93.33,31,8,5.79,clear sky
262,Ilhabela,BR,-23.7781,-45.3581,70.86,92,94,8.88,overcast clouds
263,Mount Gambier,AU,-37.8333,140.7667,45.12,75,100,8.59,overcast clouds
264,Thompson,CA,55.7435,-97.8558,37.56,93,100,11.5,mist
265,Adeje,ES,28.1227,-16.726,76.3,53,20,8.05,few clouds
266,Kieta,PG,-6.2167,155.6333,77.61,83,92,0.89,overcast clouds
267,Iqaluit,CA,63.7506,-68.5145,36.7,69,95,4.0,overcast clouds
268,Muros,ES,42.7762,-9.0603,71.1,75,4,4.05,clear sky
269,Guilin,CN,25.2819,110.2864,75.6,97,100,0.25,moderate rain
270,Tuatapere,NZ,-46.1333,167.6833,45.82,85,100,12.64,overcast clouds
271,Marica,BR,-22.9194,-42.8186,81.48,78,55,11.92,broken clouds
272,Husavik,IS,66.0449,-17.3389,51.17,76,100,8.81,overcast clouds
273,Narsaq,GL,60.9167,-46.05,57.42,49,22,4.05,few clouds
274,Nemuro,JP,43.3236,145.575,44.74,95,100,12.01,overcast clouds
275,Nagorsk,RU,59.3172,50.8078,64.67,73,92,1.61,overcast clouds
276,Oranjemund,NA,-28.55,16.4333,64.29,38,0,9.8,clear sky
277,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,78,75,7.0,broken clouds
278,Sawakin,SD,19.1059,37.3321,93.67,44,21,4.81,few clouds
279,Ewa Beach,US,21.3156,-158.0072,75.15,76,0,8.05,clear sky
280,Severo-Kurilsk,RU,50.6789,156.125,42.37,85,100,2.71,overcast clouds
281,Shumikha,RU,55.2261,63.2961,64.62,68,59,7.54,broken clouds
282,Boca Do Acre,BR,-8.7522,-67.3978,87.17,56,100,2.86,overcast clouds
283,The Pas,CA,53.8251,-101.2541,40.28,79,100,19.37,overcast clouds
284,Hammerfest,NO,70.6634,23.6821,66.65,45,0,9.22,clear sky
285,Maralal,KE,1.0968,36.698,64.09,49,41,12.33,scattered clouds
286,Banff,CA,51.1762,-115.5698,52.9,60,100,3.4,overcast clouds
287,Shubarshi,KZ,48.5872,57.1869,69.55,35,0,7.94,clear sky
288,Avarua,CK,-21.2078,-159.775,73.45,68,20,10.36,few clouds
289,Esperance,AU,-33.8667,121.9,57.88,68,79,13.98,broken clouds
290,Banda Aceh,ID,5.5577,95.3222,79.84,75,64,16.24,broken clouds
291,Jiazi,CN,22.8779,116.067,79.83,89,83,8.43,broken clouds
292,Harindanga,IN,22.0383,88.3214,86.4,75,89,10.85,overcast clouds
293,Preobrazheniye,RU,42.9019,133.9064,49.46,95,100,11.3,overcast clouds
294,Chernyshevskiy,RU,63.0128,112.4714,51.89,60,48,8.1,scattered clouds
295,Nome,US,64.5011,-165.4064,33.87,100,100,5.75,fog
296,Barcelos,PT,41.5388,-8.6151,73.85,60,50,6.58,scattered clouds
297,Come,BJ,6.4076,1.882,85.93,66,43,10.54,scattered clouds
298,Carora,VE,10.1755,-70.0827,91.2,30,50,2.62,scattered clouds
299,Chumikan,RU,54.7183,135.315,33.69,100,100,3.2,light snow
300,Provideniya,RU,64.3833,-173.3,41.94,81,24,3.67,few clouds
301,Salinopolis,BR,-0.6136,-47.3561,85.57,64,64,8.48,broken clouds
302,Mayo,US,38.8876,-76.5119,90.18,73,0,4.61,mist
303,Zhangye,CN,38.9342,100.4517,69.69,43,100,4.0,overcast clouds
304,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,46,0,6.91,clear sky
305,Pacific Grove,US,36.6177,-121.9166,66.2,89,20,11.01,few clouds
306,Port Macquarie,AU,-31.4333,152.9167,43.9,78,13,4.92,few clouds
307,Notse,TG,6.95,1.1667,87.33,62,67,9.93,broken clouds
308,Haines Junction,CA,60.7522,-137.5108,60.93,35,12,1.7,few clouds
309,Bagdarin,RU,54.4333,113.6,49.51,55,100,1.92,overcast clouds
310,Ndjole,GA,-0.1783,10.7649,85.53,68,89,1.48,overcast clouds
311,Longyearbyen,SJ,78.2186,15.6401,48.04,61,0,8.05,clear sky
312,Harper,LR,4.375,-7.7169,82.74,73,40,7.78,scattered clouds
313,Walldurn,DE,49.5833,9.3667,69.37,35,90,7.07,overcast clouds
314,Ostersund,SE,63.1792,14.6357,54.05,76,75,5.75,light rain
315,Bowen,AU,-20.0167,148.2333,65.01,84,45,7.94,scattered clouds
316,Port Blair,IN,11.6667,92.75,82.44,89,40,2.3,mist
317,Wilmington,US,34.2257,-77.9447,96.01,48,0,5.99,clear sky
318,Lampang,TH,18.3333,99.5,83.89,86,100,2.3,overcast clouds
319,Sao Filipe,CV,14.8961,-24.4956,78.33,67,4,12.75,clear sky
320,Te Anau,NZ,-45.4167,167.7167,43.99,90,100,5.46,overcast clouds
321,Mitsamiouli,KM,-11.3847,43.2844,79.3,66,47,16.31,scattered clouds
322,Aden,YE,12.7794,45.0367,88.59,63,88,5.79,overcast clouds
323,Sobradinho,BR,-12.8333,-39.1,79.29,74,71,7.16,broken clouds
324,Grand Gaube,MU,-20.0064,57.6608,73.8,78,12,1.99,few clouds
325,Nanortalik,GL,60.1432,-45.2371,41.22,84,97,3.04,overcast clouds
326,Margate,GB,51.3813,1.3862,65.1,69,100,4.0,overcast clouds
327,Berdigestyakh,RU,62.0989,126.6992,51.89,96,62,4.99,broken clouds
328,Maues,BR,-3.3836,-57.7186,86.67,65,81,1.88,broken clouds
329,Hua Hin,TH,12.5707,99.9588,85.89,73,82,8.97,broken clouds
330,Koulamoutou,GA,-1.1303,12.4736,79.21,80,92,1.63,light rain
331,Wuwei,CN,37.9281,102.6414,66.81,48,100,13.53,overcast clouds
332,Balikpapan,ID,-1.2675,116.8289,77.59,86,100,1.16,overcast clouds
333,Bilma,NE,18.6853,12.9164,104.88,5,1,3.87,clear sky
334,Pangnirtung,CA,66.1451,-65.7125,38.89,98,88,0.78,overcast clouds
335,Daru,PG,-9.0763,143.2092,79.29,88,99,12.41,overcast clouds
336,Ambilobe,MG,-13.2,49.05,73.54,78,74,1.77,broken clouds
337,Guarapari,BR,-20.6667,-40.4975,86.9,54,5,10.96,clear sky
338,Matara,LK,5.9485,80.5353,78.4,89,25,12.73,scattered clouds
339,Cabo San Lucas,MX,22.8909,-109.9124,83.61,69,0,5.75,clear sky
340,Xining,CN,36.6167,101.7667,62.04,48,88,6.8,overcast clouds
341,Oda,JP,35.1833,132.5,64.0,87,2,4.41,clear sky
342,Soyo,AO,-6.1349,12.3689,77.05,79,12,9.15,few clouds
343,Sinnamary,GF,5.3833,-52.95,74.95,97,100,13.91,moderate rain
344,Buta,CD,2.7858,24.73,73.92,92,87,2.21,light rain
345,College,US,64.8569,-147.8028,60.75,56,75,0.0,broken clouds
346,Nyurba,RU,63.2842,118.3319,50.54,79,68,5.39,broken clouds
